"[Benjamin Green, Anhtuan Le, Rob Antrobus, Utz Roedig, David Hutchison, Awais Rashid]","Pains, Gains and PLCs - Ten Lessons from Building an Industrial Control Systems Testbed for Security Research."
"[Peter Ney, Karl Koscher, Lee Organick, Luis Ceze, Tadayoshi Kohno]","Computer Security, Privacy, and DNA Sequencing - Compromising Computers with Synthesized DNA, Privacy Leaks, and More."
"[Nilo Redini, Aravind Machiry, Dipanjan Das 0002, Yanick Fratantonio, Antonio Bianchi, Eric Gustafson, Yan Shoshitaishvili, Christopher Kruegel, Giovanni Vigna]",BootStomp - On the Security of Bootloaders in Mobile Devices.
"[Iskander Sánchez-Rola, Igor Santos, Davide Balzarotti]",Extension Breakdown - Security Analysis of Browsers Extension Resources Control Policies.
"[Ben Stock, Martin Johns, Marius Steffens, Michael Backes 0001]",How the Web Tangled Itself - Uncovering the History of Client-Side Web (In)Security.
"[Christian Stransky, Yasemin Acar, Duc-Cuong Nguyen, Dominik Wermke, Doowon Kim, Elissa M. Redmiles, Michael Backes 0001, Simson L. Garfinkel, Michelle L. Mazurek, Sascha Fahl]","Lessons Learned from Using an Online Platform to Conduct Large-Scale, Online Controlled Security Experiments with Software Developers."
"[Adrian Tang, Simha Sethumadhavan, Salvatore J. Stolfo]",CLKSCREW - Exposing the Perils of Security-Oblivious Energy Management.
"[Erik Trickel, Francesco Disperati, Eric Gustafson, Faezeh Kalantari, Mike Mabey, Naveen Tiwari, Yeganeh Safaei, Adam Doupé, Giovanni Vigna]",Shell We Play A Game? CTF-as-a-service for Security Education.
"[Elizabeth Anne Watkins, Mahdi Nasrullah Al-Ameen, Franziska Roesner, Kelly Caine, Susan E. McGregor]",Creative and Set in Their Ways - Challenges of Security Sensemaking in Newsrooms.
"[Fei Pan, Yixin Jiang, Hong Wen, Runfa Liao, Aidong Xu]",Physical Layer Security Assisted 5G Network Security.
"[Kanthithasan Kauthamy, Noushin Ashrafi, Jean-Pierre Kuilboer]",Mobile Devices and Cyber Security - An Exploratory Study on User&apos;s Response to Cyber Security Challenges.
"[Daphné Tuncer, Robert Koch 0002, Rémi Badonnel, Burkhard Stiller]","Security of Networks and Services in an All-Connected World - 11th IFIP WG 6.6 International Conference on Autonomous Infrastructure, Management, and Security, AIMS 2017, Zurich, Switzerland, July 10-13, 2017, Proceedings"
"[Peter Dencker, Herbert Klenk, Hubert B. Keller, Erhard Plödereder]","Automotive - Safety &amp; Security 2017 - Sicherheit und Zuverlässigkeit für automobile Informationstechnik, Stuttgart, Germany, Mai 30-31, 2017"
"[Thomas Gibson-Robinson, Philippa J. Hopcroft, Ranko Lazic]","Concurrency, Security, and Puzzles - Essays Dedicated to Andrew William Roscoe on the Occasion of His 60th Birthday"
"[Simon N. Foley, Dieter Gollmann, Einar Snekkenes]","Computer Security - ESORICS 2017 - 22nd European Symposium on Research in Computer Security, Oslo, Norway, September 11-15, 2017, Proceedings, Part I"
"[Simon N. Foley, Dieter Gollmann, Einar Snekkenes]","Computer Security - ESORICS 2017 - 22nd European Symposium on Research in Computer Security, Oslo, Norway, September 11-15, 2017, Proceedings, Part II"
"[Matt Bishop, Lynn Futcher, Natalia G. Miloslavskaya, Marianthi Theocharidou]","Information Security Education for a Global Digital Society - 10th IFIP WG 11.8 World Conference, WISE 10, Rome, Italy, May 29-31, 2017, Proceedings"
"[Satoshi Obana, Koji Chida]","Advances in Information and Computer Security - 12th International Workshop on Security, IWSEC 2017, Hiroshima, Japan, August 30 - September 1, 2017, Proceedings"
"[Jacek Rak, John Bay, Igor V. Kotenko, Leonard J. Popyack, Victor A. Skormin, Krzysztof Szczypiorski]","Computer Network Security - 7th International Conference on Mathematical Methods, Models, and Architectures for Computer Network Security, MMM-ACNS 2017, Warsaw, Poland, August 28-30, 2017, Proceedings"
"[Jonathan Anderson, Vashek Matyás, Bruce Christianson, Frank Stajano]","Security Protocols XXIV - 24th International Workshop, Brno, Czech Republic, April 7-8, 2016, Revised Selected Papers"
"[Frank Stajano, Jonathan Anderson, Bruce Christianson, Vashek Matyás]","Security Protocols XXV - 25th International Workshop, Cambridge, UK, March 20-22, 2017, Revised Selected Papers"
"[Mark A. Gondree, Ashley L. Podhradsky]","2017 USENIX Workshop on Advances in Security Education, ASE 2017, Vancouver, BC, Canada, August 15, 2017."
"[José M. Fernandez, Mathias Payer]","10th USENIX Workshop on Cyber Security Experimentation and Test, CSET 2017, Vancouver, BC, Canada, August 14, 2017."
"[Alexander Pretschner, Doron Peled, Thomas Hutzelmann]",Dependable Software Systems Engineering
"[Sadegh Farhang, Jens Grossklags]",When to Invest in Security? Empirical Evidence and a Game-Theoretic Approach for Time-Based Security.
"[Daniel Fett, Ralf Küsters, Guido Schmitz]",The Web SSO Standard OpenID Connect - In-Depth Formal Security Analysis and Security Guidelines.
"[Mengmeng Ge, Huy Kang Kim, Dong Seong Kim]",Evaluating Security and Availability of Multiple Redundancy Designs when Applying Security Patches.
"[Nicholas Micallef, Nalin Asanka Gamagedara Arachchilage]",Changing users&apos; security behaviour towards security questions - A game based learning approach.
"[Shubhankar Gupta, Nitin 0001]",Development of Security Detection Model for the Security of Social Blogs and Chatting from Hostile Users.
"[Shuwen Deng, Doguhan Gümüsoglu, Wenjie Xiong, Y. Serhan Gener, Onur Demir, Jakub Szefer]",SecChisel - Language and Tool for Practical and Scalable Security Verification of Security-Aware Hardware Architectures.
"[Fuyuki Kitagawa, Keisuke Tanaka]",Key Dependent Message Security and Receiver Selective Opening Security for Identity-Based Encryption.
María Naya Plasencia,Symmetric Cryptography for Long-Term Security.
"[Tevfik Bultan, Fang Yu, Muath Alkhalaf, Abdulbaki Aydin]",String Analysis for Software Verification and Security.
"[P. K. Gupta, Vipin Tyagi, S. K. Singh]",Predictive Computing and Information Security
"[Valérie Nachef, Jacques Patarin, Emmanuel Volte]",Feistel Ciphers - Security Proofs and Cryptanalysis
"[Lingyu Wang 0001, Sushil Jajodia, Anoop Singhal]",Network Security Metrics
Maqsood Ahmad 0001,Mobile Application Security in the Presence of Dynamic Code Updates.
Sabyasachi Deyati,"Scalable algorithms and design for debug hardware for test, validation and security of mixed signal/rf circuits and systems."
Ioannis Gasparis,Ensuring Users&apos; Privacy and Security on Mobile Devices.
Håkon Jacobsen,A Modular Security Analysis of EAP and IEEE 802.11.
Sadeeq Jan,Automated and Effective Security Testing for XML-based Vulnerabilities.
Chitra Javali,Security Mechanisms for Personal Devices Employing Wireless Channel Characteristics.
Job Noorman,Sancus - A Low-Cost Security Architecture for Distributed IoT Applications on a Shared Infrastructure ; Sancus - Een goedkope beveiligingsarchitectuur voor gedistribueerde IoT toepassingen op een gedeelde infrastructuur.
Daniel Ricardo dos Santos,Automatic Techniques for the Synthesis and Assisted Deployment of Security Policies in Workflow-based Applications.
Marjan Skrobot,On Composability and Security of Game-based Password-Authenticated Key Exchange.
Michael Walter 0001,On the Concrete Security of Lattice-Based Cryptography.
Shaocheng Wang,Estimation in Networked Systems - Power Grid Security and Distributed Hybrid Information Fusion Algorithm.
Teng Xu 0001,Enhance Energy-efficiency and Security of IoT using Hardware-oriented Approaches.
Lei Yang,Security and Privacy in the Internet of Things.
Xinjie Yang,Physical Layer Security with Limited Rate Feedback and Transmitter Cooperation.
Shihan Sajeed,Security Evaluation of Practical Quantum Communication Systems.
Frey Alberto Florez Alzate,"Characterization, modelling and implementation of TSO - security process and its application in the operational planning of sustainable electric power systems."
Hessamedin Bayanifar,Agent-based mechanism for smart distributed dependability and security supervision and control of Cyber-Physical Production Systems.
Sören Bleikertz,Automated Security Analysis of Virtualized Infrastructures.
Tommaso Gagliardoni,Quantum Security of Cryptographic Primitives.
Richard Gay,A Generic Framework for Enforcing Security in Distributed Systems.
Felix Heuer,On the selective opening security of public-key encryption.
Fatih Kiliç,Security Investigation in Encrypted Environment.
Lydia Kraus,User experience with mobile security and privacy mechanisms.
Gennadij Liske,CCA-Security for predicate encryption schemes.
Christian Mainka,On message-level security.
Giorgia Azzurra Marson,"Real-World Aspects of Secure Channels - Fragmentation, Causality, and Forward Security."
Tianhui Meng,Security and Performance Tradeoff Analysis of Offloading Policies in Mobile Cloud Computing.
Jafar Mohammadi,Security by similarity - information-theoretic secrecy and decentralized detection algorithms for wireless networks.
Steffen Müller,Security trade-offs in Cloud storage systems.
Philipp Mundhenk,Security for automotive electrical/electronic (E/E) architectures.
Henning Perl,Security and Data Analysis - Three Case Studies.
Christian Schmitt 0002,A Model for Structuring and Reusing Security Requirements Sources.
Malte Skoruppa,Automated Security Analysis of Web Application Technologies.
Nedim Srndic,Machine Learning and Security of Non-Executable Files.
Shahin Tajik,On the physical security of physically unclonable functions.
Angelo Troina,Probabilistic Timed Automata for Security Analysis and Design.
Stefan Wild,Enhancing Security in Managing Personal Data by Web Systems.
Christian T. Zenger,Physical-layer security for the internet of things.
Rob Dupre,"Scene analysis and risk estimation for domestic robots, security and smart homes."
S. A. Hale-Ross,The UK&apos;s legal response to terrorist communication in the 21st century - striking the right balance between individual privacy and collective security in the digital age.
Carlos Casorrán-Amilburu,Formulations and Algorithms for General and Security Stackelberg Games. (Formulations et algorithmes pour les jeux de Stackelberg et les jeux de sécurité).
Anna Giannakou,Self-adaptable Security Monitoring for IaaS Cloud Environments. (Supervision de la sécurité auto-adaptative dans les clouds IaaS).
Lucca Hirschi,Automated Verification of Privacy in Security Protocols - Back and Forth Between Theory &amp; Practice. (Vérification automatique de la protection de la vie privée - entre théorie et pratique).
Damien Jauvart,Sécurisation des algorithmes de couplages contre les attaques physiques. (Security of pairing algorithms against physical attacks).
Maelle Kabir-Querrec,Cyber security of the smart grid control systems - intrusion detection in IEC 61850 communication networks. (Cyber sécurité des systèmes de contrôle du smart grid - détection d&apos;intrusion dans les réseaux de communications IEC 61850).
Hervé Talé Kalachi,Sécurité de Protocoles Cryptographiques Fondés sur la Théorie des Codes Correcteurs d&apos;Erreurs . (Security of cryptographic protocols based on coding theory).
Nicola Kuijpers,Système autonome de sécurité lors de la préparation d&apos;un repas pour les personnes cognitivement déficientes dans un habitat intelligent pour la santé. (Autonomous security system for meal preparation for cognitively impaired people in a smart home).
Nabil Laoufi,Processus guidé pour l&apos;identification des exigences de sécurité à partir de l&apos;analyse des risques. (Guided process for the identification security requirements from risk analysis).
"[Tianqing Zhu, Gang Li 0009, Wanlei Zhou, Philip S. Yu]",Differential Privacy and Applications
Joseph Migga Kizza,"Guide to Computer Network Security, 4th Edition"
"[Adrian Perrig, Pawel Szalachowski, Raphael M. Reischuk, Laurent Chuat]",SCION - A Secure Internet Architecture
"[Maurizio Martellini, Stanislav Abaimov, Sandro Gaycken, Clay Wilson]",Information Security of Highly Critical Wireless Networks
"[Aljosha Judmayer, Nicholas Stifter, Katharina Krombholz, Edgar R. Weippl]","Blocks and Chains - Introduction to Bitcoin, Cryptocurrencies, and Their Consensus Mechanisms"
"[Riccardo Aragona, Riccardo Longo, Massimiliano Sala]",Several proofs of security for a tokenization algorithm.
"[Wadood Abdul, Zulfiqar Ali, Sanaa Ghouzali, Budour Alfawaz, Ghulam Muhammad, M. Shamim Hossain]",Biometric Security Through Visual Encryption for Fog Edge Computing.
"[Efthimios Alepis, Constantinos Patsakis]","Monkey Says, Monkey Does - Security and Privacy on Voice Assistants."
"[Jie Chen 0009, Jianwei Liu, Kefei Mao, Mengmeng Wang, Haosu Cheng]",A Reconfigurability-Based Security Service Path Construction Scheme.
"[Liang Chen 0007, Sarang Thombre, Kimmo Järvinen 0001, Elena Simona Lohan, Anette Alen-Savikko, Helena Leppäkoski, Mohammad Zahidul H. Bhuiyan, Shakila Bu-Pasha, Giorgia Nunzia Ferrara, Salomon Honkala, Jenna Lindqvist, Laura Ruotsalainen, Paivi Korpisaari, Heidi Kuusniemi]","Robustness, Security and Privacy in Location-Based Services for Future IoT - A Survey."
"[Taejoo Cho, Hyunki Kim, Jeong Hyun Yi]",Security Assessment of Code Obfuscation Based on Dynamic Monitoring in Android Things.
"[Kanapathippillai Cumanan, Hong Xing, Peng Xu 0002, Gan Zheng, Xuchu Dai, Arumugam Nallanathan, Zhiguo Ding, George K. Karagiannidis]",Physical Layer Security Jamming - Theoretical Limits and Practical Designs in Wireless Networks.
"[Nhu-Ngoc Dao, Yonghun Kim, Seohyeon Jeong, Minho Park, Sungrae Cho]",Achievable Multi-Security Levels for Lightweight IoT-Enabled Devices in Infrastructureless Peer-Aware Communications.
"[Ye Fan, Xuewen Liao, Athanasios V. Vasilakos]",Physical Layer Security Based on Interference Alignment in K-User MIMO Y Wiretap Channels.
"[Youping Fan, Xin Li, Peng Zhang]",Integrated Approach for Online Dynamic Security Assessment With Credibility and Visualization Based on Exploring Connotative Associations in Massive Data.
"[Haiyan Guo, Zhen Yang, Linghua Zhang, Jia Zhu, Yulong Zou]",Joint Cooperative Beamforming and Jamming for Physical-Layer Security of Decode-and-Forward Relay Networks.
