"[Meenakshi Munjal, Niraj Pratap Singh]",Improved network selection for multimedia applications.
"[Jie Guo, Bin Song, Fei Richard Yu, Zheng Yan, Laurence T. Yang]",Object detection among multimedia big data in the compressive measurement domain under mobile distributed architecture.
"[Mohammad Mehedi Hassan, Kai Lin, Xuejun Yue, Jiafu Wan]",A multimedia healthcare data sharing approach through cloud-based body area network.
"[M. Shamim Hossain, Changsheng Xu, Abdel Monim M. Artoli, M. Manzur Murshed, Stefan Goebel]",Cloud-Based Multimedia Services for healthcare and other related applications.
"[Sri Vijay Bharat Peddi, Pallavi Kuhad, Abdulsalam Yassine, Parisa Pouladzadeh, Shervin Shirmohammadi, Ali Asghar Nazari Shirehjini]",An intelligent cloud-based data processing broker for mobile e-health multimedia applications.
"[Jiachen Yang, Huanling Wang, Zhihan Lv, Wei Wei, Houbing Song, Melike Erol-Kantarci, Burak Kantarci, Shudong He]",Multimedia recommendation and transmission system based on cloud platform.
"[Ney Wagner Freitas Cavalcante, Simone Bacellar Leal Ferreira, Elaine Tavares, Eliane Pinheiro Capra, Aline da Silva Alves]",Prelingual bilingual deaf - Multimedia content perception of a Brazilian health campaign.
"[Joohyung Sun, Hyeonjoong Cho]",Power-efficient real-time scheduling based on multi-granularity resource reservation for multimedia services.
"[Filipe Calegario, Marcelo M. Wanderley, Stéphane Huot, Giordano Cabral, Geber Ramalho]",A Method and Toolkit for Digital Musical Instruments - Generating Ideas and Prototypes.
"[Stefano D&apos;Aronco, Laura Toni, Pascal Frossard]",Price-Based Controller for Utility-Aware HTTP Adaptive Streaming.
"[Zhigang Gao, Hongyi Guo, Yunfeng Xie, Yanjun Luo, Huijuan Lu, Ke Yan]",ChildGuard - A Child-Safety Monitoring System.
"[Guanyu Gao, Yonggang Wen, Jianfei Cai]",vCache - Supporting Cost-Efficient Adaptive Bitrate Streaming.
"[Maarten Grachten, Carlos Eduardo Cancino Chacón, Thassilo Gadermaier, Gerhard Widmer]",Toward Computer-Assisted Understanding of Dynamics in Symphonic Music.
"[Philipp Habermann, Chi Ching Chi, Mauricio Alvarez Mesa, Bernardus Juurlink]",Application-Specific Cache and Prefetching for HEVC CABAC Decoding.
"[Mahdi Hemmati, Bill McCormick, Shervin Shirmohammadi]",QoE-Aware Bandwidth Allocation for Video Traffic Using Sigmoidal Programming.
"[Niels Henze, Kai Kunze]",A Dagstuhl Seminar Looks beyond Virtual and Augmented Reality.
"[Nicolas Herbaut, Daniel Négru, David Dietrich, Panagiotis Papadimitriou 0001]",Dynamic Deployment and Optimization of Virtual Content Delivery Networks.
"[Graham Hudson, Alain Léger, Birger Niss, Istvan Sebestyén]",JPEG at 25 - Still Going Strong.
"[Ryan E. Janzen, Steve Mann]",Extreme-Dynamic-Range Sensing - Real-Time Adaptation to Extreme Signals.
"[Yichao Jin, Yonggang Wen]",When Cloud Media Meet Network Function Virtualization - Challenges and Applications.
"[Rene Kaiser, Britta Meixner, Joscha Jäger]",Reflecting on the Workshop on Interactive Content Consumption (WSICC) Series.
Aisling Kelliher,ACM Creativity and Cognition Conference 2017.
"[Lingchao Kong, Rui Dai]",Object-Detection-Based Video Compression for Wireless Surveillance Systems.
"[Michail-Alexandros Kourtis, Harilaos Koumaras, George Xilouris, Fidel Liberal]",An NFV-Based Video Quality Assessment Method over 5G Small Cell Networks.
"[Guangda Li, Tat-Seng Chua]",Startup Takes On Growing Demand for Visual Search Technology.
"[Chengqing Li, Dongdong Lin, Jinhu Lu]",Cryptanalyzing an Image-Scrambling Encryption Algorithm of Pixel Bits.
Haibin Ling,Augmented Reality in Reality.
"[Maofu Liu, Ya Liu, Zhenguang Liu, Huijun Hu, Wei Fang]",Pooling-Based Quantitative Approach to Evaluating Binarization Algorithms.
"[Dekui Ma, Jian Liang, Ran He, Xiangwei Kong]",Nonlinear Discrete Cross-Modal Hashing for Visual-Textual Data.
"[Esteban Maestre, Panagiotis Papiotis, Marco Marchini, Quim Llimona, Oscar Mayor, Alfonso Pérez, Marcelo M. Wanderley]",Enriched Multimodal Representations of Music Performances - Online Access and Visualization.
"[Wendy Ann Mansilla, Andrew Perkis]",Multiuse Playspaces - Mediating Expressive Community Places.
Ryo Miyajima,Deep Learning Triggers a New Era in Industrial Robotics.
"[Tiago C. Nogueira, Deller J. Ferreira, Sérgio T. Carvalho, Luciana O. Berreta]",Evaluating Responsive Web Design&apos;s Impact on Blind Users.
"[Amandianeze O. Nwana, Tsuhan Chen]",Querying Users as Oracles in Tag Engines for Personalized Image Tagging.
"[Marianna Obrist, Elia Gatti, Emanuela Maggioni, Chi Thanh Vi, Carlos Velasco]",Multisensory Experiences in HCI.
Yong Rui,From Artificial Intelligence to Augmented Intelligence.
Yong Rui,Best Paper and Best Department Article Unveiled.
"[Lifeng Sun, Ming Ma, Wen Hu, Haitian Pang, Zhi Wang 0001]",Beyond 1 Million Nodes - A Crowdsourced Video Content Delivery Network.
"[Yufeng Wang, Wei Dai, Bo Zhang, Jianhua Ma, Athanasios V. Vasilakos]","Word of Mouth Mobile Crowdsourcing - Increasing Awareness of Physical, Cyber, and Social Interactions."
"[Ran Wang, Guangquan Xu, Bin Liu, Yan Cao, Xiaohong Li]",Flow Watermarking for Antinoise and Multistream Tracing in Anonymous Networks.
"[Yongmeng Wu, Leshao Zhang, Nick Bryan-Kinns, Mathieu Barthet]",Open Symphony - Creative Participation for Audiences of Live Music Performances.
Jingyi Yu,A Light-Field Journey to Virtual Reality.
"[Qin Wang, Wei Wang 0015, Shi Jin, Hongbo Zhu]","Cross-layer source-channel control for future wireless multimedia services - energy, latency, and quality investigation."
"[Yan Lei, Gang Zhu, Shengfeng Xu, Jianwen Ding, Zhangdui Zhong]",Dynamic resource allocation for multimedia services delivery in cellular/infostation integrated HSR networks.
"[Hicham Touil, Youssef Fakhri, Mounir Ait Kerroum]",A performance evaluation approach for MAC protocols of wireless multimedia sensor networks.
"[Uduak Umoh, Daniel Asuquo]",Fuzzy Logic-Based Quality of Service Evaluation for Multimedia Transmission over Wireless Ad Hoc Networks.
"[Ajina A, Mydhili K. Nair]",Cross Layered Network Condition Aware Mobile-Wireless Multimedia Sensor Network Routing Protocol for Mission Critical Communication.
"[Mohammad Heggo, Xu Zhu, Sumei Sun, Yi Huang]",White broadband power line communication - Exploiting the TVWS for indoor multimedia smart grid applications.
"[Elahe Sadat Hosseini, Vahid Esmaeelzadeh, Reza Berangi, Özgür B. Akan]",A correlation-based and spectrum-aware admission control mechanism for multimedia streaming in cognitive radio sensor networks.
"[Dheerendra Mishra, Saru Kumari, Muhammad Khurram Khan, Sourav Mukhopadhyay]",An anonymous biometric-based remote user-authenticated key agreement scheme for multimedia systems.
"[Jaime Salvador, Zoila Ruiz, José García Rodríguez]",A Review of Infrastructures to Process Big Multimedia Data.
"[Xiaojie Duan, Dandan Chen, Jianming Wang, Meichen Shi, Qingliang Chen, He Zhao, Ruixue Zuo, Xiuyan Li, Qi Wang]",Visual Three-Dimensional Reconstruction of Aortic Dissection Based on Medical CT Images.
"[Zhijun Fang, Jenq-Neng Hwang, Xiaoming Huo, HyoJong Lee, Joachim Denzler]",Emergent Techniques and Applications for Big Visual Data.
"[Xianwen He, Gaoqi Dou, Jun Gao]",Individual Channel Estimation in a Diamond Relay Network Using Relay-Assisted Training.
"[Bingyu Ji, Ran Li, Chang-an Wu]",Rate-Distortion and Rate-Energy-Distortion Evaluations of Compressive-Sensing Video Coding.
"[El Hassane Khabbiza, Rachid El Alami, Hassan Qjidaa]",A Novel Approach to Reduce the Unicast Bandwidth of an IPTV System in a High-Speed Access Network.
"[Lina Shi, Dehui Kong, Shaofan Wang, Baocai Yin]",Adaptive Geometry Images for Remeshing.
"[Yunyu Shi, Jianfang Shan, Xiang Liu, Yongxiang Xia]",Prior Knowledge-Based Event Network for Chinese Text.
"[Xiankun Sun, Huijie Liu, Shiqian Wu, Zhijun Fang, Chengfan Li, Jingyuan Yin]",Low-Light Image Enhancement Based on Guided Image Filtering in Gradient Domain.
"[Fang Sun, Dongyue Xiao, Wei He, Ran Li]",Adaptive Image Compressive Sensing Using Texture Contrast.
"[Yang Yu, Jucheng Yang, Xiaofei Zan, Jiangang Huang, Xiangbo Zhang]",Research of Simulation in Character Animation Based on Physics Engine.
"[Fuguo Zhang, Yehuan Liu, Qinqiao Xiong]",A Novel Preferential Diffusion Recommendation Algorithm Based on User&apos;s Nearest Neighbors.
"[Byung-Seo Kim, Sung Won Kim, Chi Zhang 0001, Hao Yue]",A breakthrough in multi-hop wireless multimedia sensor networking protocols.
"[Peizhe Li, Muqing Wu, Min Zhao, Wenxing Liao]",A quality of service-aware preemptive tidal flow queuing model for wireless multimedia sensor networks in the smart grid environment.
"[Samir Abou El-Seoud, Jihad Al Ja&apos;am, Masoud Udi Mwinyi]",Design and Implementation of a Multimedia-based Technology Solution to Assist Children with Intellectual Disability to Learn.
Xiaopeng Jing,Multimedia Teaching Platform Design for Urban Planning Course Based on Information Entropy.
"[Pan Li, Chunyan Li]",Construction of Multimedia Teaching Platform for Community Nursing Based on Teaching Resource Library Technology.
Minsheng Lou,Design of English Multimedia Teaching System Based on Diversification Theory.
"[Jie Mei, Yanhong Guo, Xiaokun Li]",Adaptive Learning Mode of a Multimedia-based &quot;English Literature&quot; Learning System.
Danlie Ni,Design and Research on English Listening Teaching Assisted by Computer Multimedia.
Xue Shi,Application of Multimedia Technology in Vocabulary Learning for Engineering Students.
"[Youguo Shi, Shuqin Chen, Haitao Wang]",Mobile Multimedia Classroom Construction for Rhythmic Gymnastics Based on APT Teaching Model.
Haiou Wang,Construction of xAPI-based Multimedia Interaction Technology in Architectural Design Teaching.
Xianhong Xu,Study on Effective Using of Multimedia Teaching System and Enhancing Teaching Effect.
Qian Zhang,Study of Construction of Network English Teaching Platform Based on Multimedia.
"[Nicola Maiellaro, Antonietta Varasano]",One-Page Multimedia Interactive Map.
"[Helen Petrie, Mohd Kamal Othman, Christopher Power]",Smartphone Guide Technology in Cultural Spaces - Measuring Visitor Experience with an iPhone Multimedia Guide in Shakespeare&apos;s Church.
"[Rukmani Panjanathan, Ganesan Ramachandran]",Enhanced low latency queuing algorithm with active queue management for multimedia applications in wireless networks.
"[Masoud Udi Mwinyi, Jihad M. Alja&apos;am, Samir Abou El-Seoud]",A Concept Analysis Scheme of Simple Stories for Learning Resources through Extraction of Domain-based Multimedia Elements.
"[Li Cheng, Gongping Wu]",A Novel Fast Hierarchical Projection Algorithm for Skew Detection in Multimedia Big Data Environment.
Shao Heng,A New Intelligent Optimization Network Online Learning Behavior in Multimedia Big Data Environment.
Xiaokan Wang,Research on Double Energy Fuzzy Controller of Electric Vehicle Based on Particle Swarm Optimization of Multimedia Big Data.
"[Hui Wang, Lili Guo, Yun Lin]",Modulation Recognition of Digital Multimedia Signal Based on Data Feature Selection.
"[Farida Bettou, Mahmoud Boufaïda]",An Adaptation Architecture Dedicated to Personalized Management of Multimedia Documents.
Dimitris N. Kanellopoulos,QoS Routing for Multimedia Communication over Wireless Mobile Ad Hoc Networks - A Survey.
"[Asma Saighi, Philippe Roose, Nassira Ghoualmi, Sébastien Laborie, Zakaria Laboudi]",HaMA - A Handicap-based Architecture for Multimedia Document Adaptation.
"[Yilin Yan, Min Chen, Saad Sadiq, Mei-Ling Shyu]",Efficient Imbalanced Multimedia Concept Retrieval by Deep Learning on Spark Clusters.
"[Dandan Pei, Beilei Liang, Wenzhi Du, Peng Wang, Jie Liu, Min He, Yi Lu]",Multimedia patient education to assist oral impression taking during dental treatment - A pilot study.
Michael S. Lew,ACM International Conference on Multimedia Retrieval (ICMR) - current standing and impact.
Jian Luo,Multimedia Big Data Frame Combination Storage Strategy Based on Virtual Space Distortion.
"[Sixiu Chen, Fumin Shen, Yang Yang 0002, Xing Xu, Jingkuan Song]",Supervised hashing with adaptive discrete optimization for multimedia retrieval.
"[K. P. N. Jayasena, Lin Li, Qing Xie 0002]",Multi-modal Multimedia Big Data Analyzing Architecture and Resource Allocation on Cloud Platform.
"[Zhihan Lv, Jim Jingyan Wang, Tengfei Yin]",Editorial - recent research in medical technology based on multimedia and pattern recognition.
"[Yang Yang 0002, Richang Hong, Benoit Huet, Heng Tao Shen]",Editorial - Good practices in multimedia modeling.
"[Jun Yu, Jitao Sang, Xinbo Gao]",Machine learning and signal processing for big multimedia analysis.
"[Mouzhi Ge, Fabio Persia]",A Survey of Multimedia Recommender Systems - Challenges and Opportunities.
"[Yilin Yan, Mei-Ling Shyu]",Correlation-Assisted Imbalance Multimedia Concept Mining and Retrieval.
"[Seongsoo Cho, Jeong Hyun Yi, Bhanu Shrestha, Changho Seo]",Multipath routing technique for responding to sniffing attacks in wireless multimedia sensor network environment.
"[Shikang Kong, Lijuan Sun, Chong Han, Jian Guo]",An Image Compression Scheme in Wireless Multimedia Sensor Networks Based on NMF.
"[Jun Huang 0002, Qiang Duan, Yanxiao Zhao, Zhong Zheng, Wei Wang 0015]",Multicast Routing for Multimedia Communications in the Internet of Things.
"[Zhicheng Li, Hong Huang, Satyajayant Misra]",Compressed Sensing via Dictionary Learning and Approximate Message Passing for Multimedia Internet of Things.
"[Shalli Rani, Syed Hassan Ahmed, Rajneesh Talwar, Jyoteesh Malhotra, Houbing Song]",IoMT - A Reliable Cross Layer Protocol for Internet of Multimedia Things.
"[Wei Wang 0015, Qin Wang, Kazem Sohraby]",Multimedia Sensing as a Service (MSaaS) - Exploring Resource Saving Potentials of at Cloud-Edge IoT and Fogs.
"[Qing Yang, Honggang Wang, Mischa Dohler, Yonggang Wen, Guoliang Xue]",Guest Editorial Multimedia Communication in the Internet of Things.
"[Sunghee Lee, Kwangsue Chung]",A Multipath Congestion Control Scheme for High-Quality Multimedia Streaming.
"[Sungju Lee, Jaewon Sa, Hyeonjoong Cho, Daihee Park]",Energy-Efficient Biometrics-Based Remote User Authentication for Mobile Multimedia IoT Application.
"[Pui Yi Lee, Wei Ping Loh, Jeng Feng Chin]",Feature selection in multimedia - The state-of-the-art review.
"[Xueming Wang, Zechao Li, Jinhui Tang]",Multimedia news QA - Extraction and visualization integration with multiple-source information.
"[Alina Huldtgren, Fabian Mertl, Anja Vormann, Christian Geiger]",Reminiscence of People With Dementia Mediated by Multimedia Artifacts.
"[Holly Antal, H. Timothy Bunnell, Suzanne M. McCahan, Christopher A. Pennington, Tim Wysocki, Kathryn V. Blake]",A cognitive approach for design of a multimedia informed consent video and website in pediatric research.
"[Lucia Mason, K. Scheiter, Maria Caterina Tornatora]",Using eye movements to model the sequence of text-picture processing for multimedia comprehension.
